nct_id,title,status,phase,study_type,conditions,lead_sponsor,start_date,completion_date,enrollment_count,sponsor_class,num_sites,fda_regulated_drug,minimum_age,maximum_age,accepts_healthy,sex,num_collaborators
NCT03108235,HOMe-based HEart Failure Self-Management Programme Study (The HOM-HEMP Study): A Randomized Controlled Trial,COMPLETED,NA,INTERVENTIONAL,Heart Failure,National University of Singapore,2018-06-01,2020-02-28,213.0,OTHER,1,False,21 Years,,False,ALL,1
NCT01619540,Study of the Valsalva Manœuvre in the Diagnosis of Left Ventricular Failure During Acute Exacerbation of Chronic Obstructive Pulmonary Disease,COMPLETED,NA,INTERVENTIONAL,"Acute Heart Failure, COPD Exacerbation",University of Monastir,2011-05,2013-06,150.0,OTHER,4,,18 Years,,True,ALL,0
NCT04437849,Trial Clínico: Utilidad Del Telemonitoreo en Pacientes Con IC Como Medio de Apoyo Para la autogestión de la Enfermedad,COMPLETED,NA,INTERVENTIONAL,Heart Failure,Universidad Nacional de Tucuman,2018-08-01,2019-05-01,30.0,OTHER,1,False,18 Years,,False,ALL,0
NCT03746938,First Open-label Trial in Humans to Evaluate the Safety and Efficacy of Epicardial Delivery of Collagen Patches With Adipose-derived Stem Cells in Patients With Ischemic Heart Disease and Left Ventricular Dysfunction.,UNKNOWN,PHASE1,INTERVENTIONAL,Heart Failure With Reduced Ejection Fraction,Viscofan,2018-11-13,2020-10-30,10.0,INDUSTRY,2,False,18 Years,80 Years,False,ALL,1
NCT04129658,Heart Failure in Southern Sweden - Improving the Quality of Diagnosis and Treatment Through a Educational Intervention in Primary Care,COMPLETED,,OBSERVATIONAL,"Heart Failure，Congestive, Drug Use, Patient Care",Region Skane,2021-05-26,2024-01-31,563.0,OTHER,1,False,18 Years,,False,ALL,0
NCT05176548,Registry of Patients with Suspected Amyloidosis in Heart Failure: Regamic,ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,Heart Failure,Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,2022-01-15,2025-12-31,450.0,OTHER,1,False,18 Years,,False,ALL,1
NCT04343443,Acute Heart Failure With Reduced Ejection Fraction - COngestion Discharge Evaluation: Evaluation de la Congestion à la Sortie d'Hospitalisation Pour Insuffisance Cardiaque aiguë à Fraction d'éjection altérée ou modérément altérée,RECRUITING,NA,INTERVENTIONAL,Acute Heart Failure,"Central Hospital, Nancy, France",2020-08-21,2028-08-21,200.0,OTHER,1,False,18 Years,,False,ALL,0
NCT07656428,Point-of-care Ultrasonography(POCUS),ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,"Heart Failure, Congestive, Renal Failure Acute Chronic, Liver Cirrhosis, Sepsis, Edema, Pulmonary, Establish a Real-time Focused Ultrasound Examination Protocol for Routine Assessment of Hospitalized Patients, Edema",National Taiwan University Hospital,2025-04-05,2035-04-05,9000.0,OTHER,1,False,18 Years,,False,ALL,0
NCT05736484,The MOVE ON Trial: A Randomized Trial of Gamification and Coaching to Improve Mobility After Hospitalization,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Hypertension, Diabetes, Heart Failure, Ambulatory Difficulty, Mobility Limitation",University of Pennsylvania,2023-09-19,2026-07-01,350.0,OTHER,1,False,50 Years,,False,ALL,1
NCT00519038,Experimental Prospective Study on the Effectiveness and Efficiency of the Implementation of Clinical Pathways,COMPLETED,NA,INTERVENTIONAL,Congestive Heart Failure,Agenzia Regionale Sanitaria delle Marche,2003-03,2006-12,424.0,OTHER_GOV,0,,18 Years,,False,ALL,0
NCT05687058,Empagliflozin in ESKD - A Feasibility Study,ACTIVE_NOT_RECRUITING,"PHASE1, PHASE2",INTERVENTIONAL,"Kidney Failure, Chronic, Heart Failure",University of Mississippi Medical Center,2023-11-01,2026-06-20,24.0,OTHER,2,True,18 Years,,False,ALL,0
NCT02922543,Revlimid 5 mg Capsules Special Use-results Surveillance of Long Term Use,COMPLETED,,OBSERVATIONAL,Multiple Myeloma,Celgene,2011-02-18,2014-10-11,361.0,INDUSTRY,1,,18 Years,,False,ALL,0
NCT07501143,To Evaluate Whether a Rehabilitation Protocol Improves Functional Status and Exercise Tolerance in Hospitalized Patients Awaiting Heart Transplantation While Receiving Positive Inotropic Support. Functional Tests and Scales Will be Used for Assessment. Patients Will Follow an 8-week Rehabilitation Program With Aerobic and Resistance Exercises Distributed Throughout the Week. A New Evaluation Will be Conducted at the End of the Intervention. Keywords: Heart Failure; Heart Transplantation; Physical Exercise,NOT_YET_RECRUITING,NA,INTERVENTIONAL,"Insuficiência Cardíaca, Transplante Cardíaco, Exercício Físico",University of Nove de Julho,2026-05-30,2029-10-31,22.0,OTHER,1,False,18 Years,70 Years,False,ALL,0
NCT03099889,Women's Health Initiative Strong and Healthy Exercise Trial-2-Prevent Heart Failure,UNKNOWN,NA,INTERVENTIONAL,"Physical Activity, Heart Failure, Heart Failure With Reduced Ejection Fraction, Heart Failure With Normal Ejection Fraction, Strength Training, Elderly, Women",Memorial Hospital of Rhode Island,2015-04-15,2021-07-01,49936.0,OTHER,1,False,66 Years,102 Years,True,FEMALE,9
NCT02620384,Metolazone As Early Add On Therapy For Acute Decompensated Heart Failure (MELT-HF)--A Single Center Pilot Study.,TERMINATED,PHASE3,INTERVENTIONAL,Acute Decompensated Heart Failure,Aultman Health Foundation,2015-10-01,2017-12-29,147.0,OTHER,1,True,18 Years,,False,ALL,0
NCT04466852,Otimização do Sistema de Saúde no Brasil Com Telemedicina,RECRUITING,NA,INTERVENTIONAL,Heart Failure,University Hospital Bispebjerg and Frederiksberg,2020-08-08,2025-12-31,720.0,OTHER,2,False,18 Years,,False,ALL,3
NCT01910389,Phosphodiesterase Type 5 Inhibition With Tadalafil Changes Outcomes in Heart Failure,TERMINATED,PHASE3,INTERVENTIONAL,"Heart Failure, Pulmonary Hypertension",Carelon Research,2013-11,2014-02,23.0,OTHER,63,,21 Years,,False,ALL,2
NCT03718780,Assessment of Continuous Measurement of Transcutaneous CO2 for Evaluation of Alveolar Dead Space During Exercise.,COMPLETED,NA,INTERVENTIONAL,"Pulmonary Disease, Chronic Obstructive, Lung Diseases, Interstitial, Chronic Heart Failure, Pulmonary Arterial Hypertension, Hyperventilation Syndrome, Healthy",Centre Hospitalier Metropole Savoie,2019-02-22,2023-12-31,140.0,OTHER,4,False,18 Years,,True,ALL,0
NCT02531542,Evaluation of Rapid Emergency Echography for Acute Dyspnoea for the Diagnosis of Acute Left-sided Heart Failure in Elderly Subjects Admitted to the Emergency Room (READ Protocol),COMPLETED,NA,INTERVENTIONAL,Acute Dyspnea,Centre Hospitalier Universitaire de Besancon,2016-02-29,2022-12-27,461.0,OTHER,5,False,75 Years,,False,ALL,5
NCT03871803,"Betablockers Withdrawal in Patients With Heart Failure With Preserved Ejection Fraction and Chronotropic Incompetence: Effect on Functional Capacity Rationale and Study Design of a Prospective, Randomized, Controlled Trial",COMPLETED,PHASE4,INTERVENTIONAL,"Heart Failure With Normal Ejection Fraction, Chronotropic Incompetence",Fundación para la Investigación del Hospital Clínico de Valencia,2018-10-01,2021-02-27,52.0,OTHER,1,False,18 Years,,False,ALL,0
NCT01674803,Comparison of BIOdegradable Polymer and DuRablE Polymer Drug-eluting Stents in an All COmeRs PopulaTion: Randomized Multicenter Trial in an All Comers Population Treated Within thE NeThErlands 3 (TWENTE 3),COMPLETED,NA,INTERVENTIONAL,"Acute Coronary Syndrome, Angina Pectoris, Angina, Unstable, Myocardial Infarction, Coronary Artery Disease, Coronary Stenosis, Coronary Restenosis",Foundation of Cardiovascular Research and Education Enschede,2012-12-21,2020-08-25,3514.0,OTHER,1,,18 Years,,False,ALL,0
NCT00387803,VENTAK CHF/CONTAK CD Biventricular Pacing Study,COMPLETED,"PHASE2, PHASE3",INTERVENTIONAL,"Heart Failure, Congestive, Ventricular Fibrillation, Tachycardia, Ventricular",Boston Scientific Corporation,1998-02,2001-08,581.0,INDUSTRY,1,,,,,ALL,0
NCT05427370,The Canadian CABG or PCI in Patients With Ischemic Cardiomyopathy Trial,RECRUITING,NA,INTERVENTIONAL,"Coronary Artery Disease, Heart Failure Systolic",Sunnybrook Health Sciences Centre,2023-06-22,2029-12,754.0,OTHER,43,False,18 Years,,False,ALL,2
NCT00746954,Buspirone as a Potential Treatment for Recurrent Central Apneas,TERMINATED,PHASE3,INTERVENTIONAL,"Central Apnea, Heart Failure",VA Office of Research and Development,2008-09,2011-12,8.0,FED,1,,40 Years,75 Years,False,ALL,1
NCT01002456,Beta-Blockers in Heart Failure: Pharmacy-level Intervention Comparison,COMPLETED,NA,INTERVENTIONAL,Heart Failure,US Department of Veterans Affairs,2009-10,2012-10,220.0,FED,1,,,,False,ALL,0
NCT03804827,Impact of Sleep Disordered Breathing on Cardiac Injury in Acutely Decompensated Congestive Heart Failure,COMPLETED,,OBSERVATIONAL,"Obstructive Sleep Apnea, Heart Failure; With Decompensation","University of California, San Diego",2019-01-14,2021-08-03,19.0,OTHER,2,False,18 Years,80 Years,False,ALL,0
NCT04536870,STAREE-HEART Sub-study Clinical Trial,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Heart Failure, Atrial Fibrillation, Healthy Ageing, Hypercholesterolemia, Myocardial Dysfunction",Monash University,2019-12-12,2026-12,369.0,OTHER,2,False,70 Years,,True,ALL,2
NCT03717194,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, to Evaluate the Effect of Ertugliflozin on Cardiac Function in Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control and Stage B Heart Failure",COMPLETED,PHASE3,INTERVENTIONAL,"Type2 Diabetes, Heart Failure",Soo Lim,2019-06-01,2023-04-30,102.0,OTHER,1,True,20 Years,75 Years,False,ALL,1
NCT02725151,The Role of Inferior Vena Cava in Emergency Treatment of Acute Decompensated Heart Failure and Deciding Hospitalization,COMPLETED,,OBSERVATIONAL,Chronic Heart Failure,Haseki Training and Research Hospital,2015-08,2017-01,64.0,OTHER,1,,,,False,ALL,0
NCT04943354,Associations of Combinations of Single-nucleotide Polymorphisms and Behavioural Risk Factors With Non-communicable Diseases and Adverse Outcomes in Women With Premature Ovarian Failure,COMPLETED,NA,INTERVENTIONAL,"Primary Ovarian Insufficiency, Cardiovascular Diseases, Menopause, Premature, Coronary Disease, Pulmonary Embolism, Arrhythmias, Cardiac, Polymorphism, Single Nucleotide",Ryazan State Medical University,2020-09-01,2023-12-12,238.0,OTHER,1,False,,45 Years,True,FEMALE,0
NCT00325910,Patients With Heart Failure ANd Type 2 Diabetes Treated With Placebo Or Metformin (PHANTOM) Pilot Study,TERMINATED,PHASE3,INTERVENTIONAL,"Diabetes Mellitus, Type 2, Heart Failure, Congestive",University of Alberta,2006-05,2007-05,100.0,OTHER,2,,18 Years,,False,ALL,0
NCT07123480,The Impact of Informed Consent Type on Participation in an Implementation Science Pilot Study to Improve Cardiac Rehabilitation Participation,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Ethics, Cardiac Rehabilitation, Coronary Heart Disease (CHD), Heart Failure, Percutaneous Coronary Intervention (PCI), Aortic Valve Replacement, Myocardial Infarction (MI)",Baystate Medical Center,2025-07-16,2026-06-30,160.0,OTHER,1,False,18 Years,,False,ALL,0
NCT06702527,Optimizing Clinical Outcomes in Patients Undergoing M-TEER for Severe Functional Mitral Regurgitation Towards Improved Guideline-directed Medical Therapy - The MOTOR Registry,NOT_YET_RECRUITING,,OBSERVATIONAL,"Mitral Regurgitation Functional, Heart Failure, M-TEER",Institut für Pharmakologie und Präventive Medizin,2025-06-01,2026-09-01,100.0,NETWORK,1,False,18 Years,,False,ALL,0
NCT06903754,Sodium Glucose Cotransporter 2 Inhibitors in Patients Without Diabetes With Acute Coronary Syndrome Undergoing Percutaneous Coronary Intervention,COMPLETED,,OBSERVATIONAL,"Acute Coronary Syndromes, Heart Failure",Mohammed VI University Hospital,2021-10-01,2024-12-31,450.0,OTHER,1,True,,,False,ALL,0
NCT04445779,Q10 Preloading Before Cardiac Surgery for Kidney Failure Reduction,UNKNOWN,NA,INTERVENTIONAL,"Acute Kidney Injury, Acute Kidney Failure","Clinical Hospital Center, Split",2020-07-15,2021-12,100.0,OTHER,1,False,40 Years,,False,ALL,0
NCT05972070,"Integration of Telemedicine and Home-Based Cardiac Rehabilitation: Feasibility, Efficacy, and Adherence",RECRUITING,,OBSERVATIONAL,"Myocardial Infarction, Percutaneous Transluminal Coronary Angioplasty, Coronary Artery Bypass, Stable Angina, Heart Failure, Valve Disease, Heart, Cardiac Rehabilitation, Stent","ROM Technologies, INC",2023-06-01,2025-12-31,500.0,INDUSTRY,1,False,18 Years,,False,ALL,0
NCT04983823,Persistent Cardiovascular Effects of COVID-19 Viral Infection Trial (PERCEIVE): A Randomised Controlled Trial of the Role of Optimal Cardioprotection Strategies to Prevent Heart Failure,RECRUITING,NA,INTERVENTIONAL,Heart Failure,Baker Heart and Diabetes Institute,2021-11-18,2025-12-30,820.0,OTHER,1,False,50 Years,85 Years,True,ALL,0
NCT07379788,Mitral Remodeling Index: A Novel Composite Measure the Effect of ARNI Alone Versus ARNI Combined With SGLT2 Inhibitors on Functional Mitral Regurgitation Remodeling.,COMPLETED,NA,INTERVENTIONAL,Heart Failure,Rehab Werida,2025-01-01,2026-03-01,180.0,OTHER,1,False,18 Years,80 Years,False,ALL,1
NCT04146727,Utilizing Technology for Optimization of Pain Management and Mobilization in High Risk Cardiac Surgical ICU Patients,UNKNOWN,,OBSERVATIONAL,"Transplant; Failure, Heart, Heart Failure, Congestive, Lung Transplant Failure",Cedars-Sinai Medical Center,2020-01,2021-06,168.0,OTHER,1,False,18 Years,,,ALL,0
NCT01515761,"POsition of Leads in Advanced heaRt Failure: the POLAR Study - A 6 Month, Observational, Mult-centered, Blinded, Randomized Study to Determine if Lead Positioning in the Lateral Wall of LV in Patients Meeting Criteria for CRT Plays a Role in Determining Myocardial Function and Affect the Severity of Mitral Regurgitation",UNKNOWN,NA,INTERVENTIONAL,"Cardiac Resynchronization Therapy, Heart Failure","Sergio Thal, M.D.",2010-09,,60.0,FED,2,,18 Years,,False,ALL,2
NCT07084142,"Developing ""A Digital Shared Decision-Making Aid to Improve Patient-Centered Outcomes in Implantable Cardioverter-Defibrillator (ICD) Decisions Among Older Patients""",RECRUITING,NA,INTERVENTIONAL,Heart Failure and Reduced Ejection Fraction,Stanford University,2025-08-01,2028-02,600.0,OTHER,2,False,60 Years,,False,ALL,3
NCT03027960,Empagliflozin in Heart Failure: Diuretic and Cardio-Renal Effects,COMPLETED,PHASE1,INTERVENTIONAL,"Heart Failure, Type II; Diabetes",Yale University,2017-06-27,2019-06-01,21.0,OTHER,1,True,18 Years,,False,ALL,1
NCT02689180,Effect of Furosemide Withdraw in Stable Chronic Heart Failure Outpatients With Left Ventricular Dysfunction - the Brazilian Research Network on Heart Failure,UNKNOWN,PHASE3,INTERVENTIONAL,Heart Failure,Hospital de Clinicas de Porto Alegre,2015-05,2017-07,230.0,OTHER,1,,18 Years,90 Years,False,ALL,1
NCT01438086,A Randomised Trial Evaluating the Safety and Efficacy of a Single Low Dose of Intracoronary Insulin-like Growth Factor-1 Following Percutaneous Coronary Intervention for ST-Elevation Acute Myocardial Infarction (RESUS-AMI),COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,"Heart Failure, Myocardial Infarction",University College Cork,2011-10,2016-12,47.0,OTHER,2,,18 Years,75 Years,False,ALL,0
NCT07390110,Comparative Effectiveness of Oral Semaglutide vs Sitagliptin Among Individuals With Heart Failure With Preserved Ejection Fraction (STEP-HFpEF DM ORAL),ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,"Type 2 Diabetes, Heart Failure",Brigham and Women's Hospital,2026-01-24,2026-05-30,25664.0,OTHER,1,True,18 Years,,False,ALL,0
NCT04117659,Right Ventricular Function After Withdrawal of Phosphodiesterase-5 Inhibitors in Left Ventricular Assist Device Recipients,COMPLETED,NA,INTERVENTIONAL,"Phosphodiesterase Inhibitor Adverse Reaction, Right-Sided Heart Failure","University Hospital, Essen",2019-10-15,2021-03-15,32.0,OTHER,1,False,18 Years,,False,ALL,0
NCT01580046,"Renal Toxicity of Iodixanol and Iopromide in Patients With Renal Dysfunction-a Multicentre, Single Blind, Randomized Controlled, Prospective Trial",UNKNOWN,PHASE4,INTERVENTIONAL,"Kidney Failure, Chronic",Yong Huo,2012-04,2013-12,200.0,OTHER,19,,18 Years,75 Years,False,ALL,0
NCT00407446,Long-Term Use of Sildenafil in the Therapeutic Management of Heart Failure,COMPLETED,PHASE3,INTERVENTIONAL,Heart Failure,University of Milan,2004-01,2005-02,40.0,OTHER,1,,30 Years,80 Years,False,MALE,0
NCT03194841,Heart Failure Self-care With the Aid of a Smartphone Application,COMPLETED,NA,INTERVENTIONAL,Heart Failure,"University of Massachusetts, Worcester",2016-08-22,2017-01-06,10.0,OTHER,0,False,45 Years,,False,ALL,0
NCT01819870,"A Randomized, Open-label, Multiple-dose, Crossover Phase I Study to Compare the Pharmacokinetic Characteristics and Safety of Dilatrend SR Capsule 32 mg and Dilatrend Tablet 25 mg in Healthy Male Subjects",UNKNOWN,PHASE1,INTERVENTIONAL,"Essential Hypertension, Chronic Stable Angina, Congestive Heart Failure",Chong Kun Dang Pharmaceutical,2013-04,2013-08,48.0,INDUSTRY,1,,20 Years,35 Years,True,MALE,0
NCT01230294,Evaluation of New Echocardiographic Methods for Measurement of Right Ventricular Function.,UNKNOWN,,OBSERVATIONAL,Right Ventricular Dysfunction,Heidelberg University,2010-10,,150.0,OTHER,1,,18 Years,,True,ALL,0
NCT02845037,"A Rising Single Oral Dose Study to Investigate the Tolerability, Pharmacokinetics and Dopamine ß-hydroxylase (DßH) Inhibition Profile of BIA 5-453 in Healthy Male Volunteers",COMPLETED,PHASE1,INTERVENTIONAL,"Hypertension, Chronic Heart Failure",Bial - Portela C S.A.,2007-05,2007-09,80.0,INDUSTRY,1,,18 Years,45 Years,True,MALE,0
NCT05283512,Intravenous vs. Oral Hydration to Reduce the Risk of Post-Contrast Acute Kidney Injury After Intravenous Contrast-Enhanced Computed Tomography in Patients With Severe Chronic Kidney Disease (ENRICH): A Randomized Controlled Trial,RECRUITING,NA,INTERVENTIONAL,"Contrast-induced Nephropathy, Kidney Injury, Kidney Failure, Chronic, Risk Reduction",Odense University Hospital,2022-04-20,2027-12-31,254.0,OTHER,1,False,18 Years,,False,ALL,9
NCT03958773,Cardiovalve Transfemoral Mitral Valve System in Patients at High Surgical Risk With Severe Mitral Regurgitation,ENROLLING_BY_INVITATION,NA,INTERVENTIONAL,Mitral Regurgitation,Cardiovalve Ltd.,2017-10-12,2026-10-30,10.0,INDUSTRY,1,False,18 Years,,False,ALL,1
NCT03193801,PARTNER 3 Trial - SAPIEN 3 Transcatheter Heart Valve Implantation in Patients With a Failing Mitral Bioprosthetic Valve,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,"Mitral Valve Insufficiency, Mitral Valve Disease, Mitral Valve Regurgitation, Heart Failure",Edwards Lifesciences,2018-02-01,2031-08,53.0,INDUSTRY,12,False,,,False,ALL,0
NCT02809131,Randomized Noninferiority Study of an Antibacterial Envelope Alone Versus Envelope Plus Intraoperative Antibacterial Irrigant and Postoperative Antibiotics to Prevent Cardiac Implantable Electronic Device Infections in High-Risk Patients,COMPLETED,PHASE3,INTERVENTIONAL,"Sick Sinus Syndrome, Complete Heart Block, Syncope, Chronic Systolic Heart Failure",Vanderbilt University Medical Center,2016-04-01,2021-09-30,1010.0,OTHER,1,,18 Years,,False,ALL,4
NCT01215253,Late Sodium Current Blockade in High-Risk ICD Patients,COMPLETED,PHASE3,INTERVENTIONAL,"Ischemic Cardiomyopathy, Nonischemic Cardiomyopathy, Heart Failure",University of Rochester,2011-09,2017-02-28,1012.0,OTHER,90,True,21 Years,,False,ALL,0
NCT01583881,Sympathetic Renal Denervation in Heart Failure With Normal LV Ejection Fraction: Denervation of the renAl sympathetIc nerveS in hearT Failure With nOrmal Lv Ejection Fraction,TERMINATED,"PHASE2, PHASE3",INTERVENTIONAL,"Diastolic Heart Failure, Hypertension",UMC Utrecht,2012-04-01,2016-07-01,60.0,OTHER,2,,18 Years,,False,ALL,1
NCT05223894,Epicardial Injection of Human Pluripotent Stem Cell-derived Cardiomyocytes to Treat Severe Chronic Heart Failure,UNKNOWN,"PHASE1, PHASE2",INTERVENTIONAL,Heart Failure,"HELP Therapeutics Co., Ltd.",2022-06-30,2025-12-30,20.0,INDUSTRY,1,False,35 Years,75 Years,False,ALL,1
NCT02524145,Determinants of Chronotropic Incompetence in Patients With Heart Failure and a Preserved Ejection Fraction (HFpEF),COMPLETED,NA,INTERVENTIONAL,Heart Failure,University of Texas Southwestern Medical Center,2015-06,2017-11-15,40.0,OTHER,1,,18 Years,85 Years,True,ALL,0
NCT07324772,PREACTIVE: Preconditioning With REsistance and AerobiC Training to ImproVe Exercise Intolerance and Quality of Life in Comorbid Atrial Fibrillation and HFpEF,NOT_YET_RECRUITING,NA,INTERVENTIONAL,"Atrial Fibrillation (AF), Atrial Fibrillation (Paroxysmal), Persistent Atrial Fibrillation, Heart Failure With Preserved Ejection Fraction (HFPEF)",Northwestern University,2026-04-13,2027-05,30.0,OTHER,1,False,60 Years,99 Years,False,ALL,0
NCT02744339,"Evaluation of the Pharmacodynamic Effects of Riociguat in Subjects With Pulmonary Hypertension and Heart Failure With Preserved Ejection Fraction in a Randomized, Double Blind, Placebo Controlled, Parallel Group, Multicenter Study",COMPLETED,PHASE2,INTERVENTIONAL,"Hypertension, Pulmonary, Heart Failure With Normal Ejection Fraction",Medical University of Vienna,2016-03,2020-09,118.0,OTHER,1,,18 Years,80 Years,False,ALL,0
NCT00038077,Reversal of Ventricular Remodeling With Toprol-XL,COMPLETED,PHASE3,INTERVENTIONAL,"Heart Failure, Congestive",AstraZeneca,2001-08,2003-09,300.0,INDUSTRY,44,,18 Years,,False,ALL,0
NCT07567001,Efficacy and Safety of NNC0487-0111 Compared to Placebo on Morbidity and Mortality in People With Heart Failure With Preserved or Mildly Reduced Ejection Fraction and Obesity,RECRUITING,PHASE3,INTERVENTIONAL,"Obesity, Heart Failure",Novo Nordisk A/S,2026-05-11,2029-08-15,5610.0,INDUSTRY,838,True,18 Years,,False,ALL,0
NCT03735719,Biomarkers for Risk Stratification of Patients With ST-elevation Myocardial Infarction Treated With Primary Percutaneous Coronary Intervention,UNKNOWN,,OBSERVATIONAL,"Biomarkers, ST Segment Elevation Myocardial Infarction, Primary Percutaneous Coronary Intervention, Heart Diseases, Cardiovascular Diseases, Pathologic Processes, Heart Failure",Medical University of Warsaw,2014-04,2021-01,136.0,OTHER,1,False,18 Years,,False,ALL,0
NCT05718128,Clinical Study of Endocardial Myocardial Biopsy,RECRUITING,PHASE4,INTERVENTIONAL,"Myocarditis, Cardiomyopathies, Heart Failure, Cardiac Tumor, Endocardiomyocardial Biopsy","Second Affiliated Hospital, School of Medicine, Zhejiang University",2021-06-01,2031-06-01,100.0,OTHER,1,False,18 Years,80 Years,False,ALL,0
NCT05571865,Preventing Diabetic Cardiomyopathy and Heart Failure by Ketone Bodies,WITHDRAWN,NA,INTERVENTIONAL,"Diabetic Cardiomyopathies, Heart Failure",University of Louisville,2025-07,2026-06,0.0,OTHER,1,False,18 Years,70 Years,True,ALL,1
NCT05955456,Detecting EARLY Heart Failure in Greater Manchester (EARLY-HF),RECRUITING,,OBSERVATIONAL,Heart Failure,Manchester University NHS Foundation Trust,2023-10-09,2030-09-01,600.0,OTHER_GOV,1,False,50 Years,,,ALL,0
NCT05450757,A Prospective Multicentre Cohort Study of Acute ST-segment Elevation Myocardial Infarction,UNKNOWN,,OBSERVATIONAL,ST Elevation Myocardial Infarction,Ruijin Hospital,2018-09-12,2024-09-17,2000.0,OTHER,7,False,18 Years,80 Years,False,ALL,0
NCT02499601,CORolla® TAA for Heart Failure With Preserved Ejection Fraction (HFpEF) and Diastolic Dysfunction (DD) Safety and Feasibility,UNKNOWN,NA,INTERVENTIONAL,"Diastolic Heart Failure, Diastolic Dysfunction",CorAssist Cadiovascular Ltd.,2015-09,2024-09,10.0,INDUSTRY,1,,18 Years,,False,ALL,0
NCT07599345,Emulation of the EMPEROR-Reduced Trial Using Healthcare Claims Data,ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,"Heart Failure With Reduced Ejection Fraction, Chronic Heart Failure",Brigham and Women's Hospital,2024-10-13,2026-06-15,23955.0,OTHER,1,True,18 Years,,False,ALL,0
NCT03387605,Effect of Ivabradine on Heart Rate and Hemodynamics in Patients With Stage D Heart Failure (HF)/Cardiogenic Shock on Dobutamine Treatment,UNKNOWN,PHASE4,INTERVENTIONAL,"Heart Failure, Cardiogenic Shock, Tachycardia",Loyola University,2018-03-15,2020-06,40.0,OTHER,1,True,18 Years,99 Years,False,ALL,1
NCT05646056,"A Noninterventional, Single-Center Feasibility Study to Evaluate Longitudinal Measures of Heart Failure Risk Using the Pyxida System",COMPLETED,,OBSERVATIONAL,"Heart Failure, Cardiomyopathy, Hypertrophic, Left Ventricular Hypertrophy",Prolaio,2022-10-28,2024-09-18,82.0,INDUSTRY,1,False,18 Years,,,ALL,0
NCT00391456,"Use of Animal-Assisted Therapy to Decrease Cardiopulmonary Pressures, Neurohormone Levels, and State Anxiety in Patients Hospitalized With Heart Failure",COMPLETED,NA,INTERVENTIONAL,Heart Failure,"University of California, Los Angeles",2001-11,2004-07,76.0,OTHER,1,,18 Years,80 Years,False,ALL,1
NCT00388622,Improving Drug Use for Elderly Heart Failure Patients,COMPLETED,NA,INTERVENTIONAL,Heart Failure,University of North Carolina,2001-02,2004-11,314.0,OTHER,1,,50 Years,,False,ALL,4
NCT07619222,"Study on the Correlation and Prognostic Value of Body Composition, Cardiac Structure and Function in Patients With Different Subtypes of Heart Failure",NOT_YET_RECRUITING,,OBSERVATIONAL,Heart Failure,Beijing Anzhen Hospital,2026-06-01,2028-06-01,1000.0,OTHER,0,,18 Years,75 Years,True,ALL,0
NCT07272902,A Randomized Ablation-based Atrial Fibrillation Rhythm Control Versus Rate Control Trial in Patients With Heart Failure and Preserved Ejection Fraction (CABANA-RAFT HF): A Pilot Study,RECRUITING,NA,INTERVENTIONAL,"Atrial Fibrillation (AF), Heart Failure With Mildly Reduced Ejection Fraction, Heart Failure With Preserved Ejection Fraction (HFPEF), Rate Control, Rhythm Control",Nova Scotia Health Authority,2026-01-01,2027-10,84.0,OTHER,1,False,18 Years,,False,ALL,1
NCT00980057,Adaptive Cardiac Resynchronization Therapy Study,COMPLETED,NA,INTERVENTIONAL,Heart Failure,Medtronic Cardiac Rhythm and Heart Failure,2009-10-01,2012-03-08,522.0,INDUSTRY,105,,18 Years,,False,ALL,0
NCT04540354,Personalised Risk scOre For Implantation of Defibrillators in Patients With Reduced LVEF≤35% and a Low Risk for Sudden Cardiac Death (PROFID-Reduced),WITHDRAWN,NA,INTERVENTIONAL,"Myocardial Infarction, Heart Failure, Sudden Cardiac Death",Helios Health Institute GmbH,2021-02-01,2023-01-31,0.0,OTHER,0,False,18 Years,,False,ALL,0
NCT03415945,Left Ventricular Septal Pacing: Potential Application for Cardiac Resynchronization Therapy,UNKNOWN,NA,INTERVENTIONAL,"Heart Failure, Cardiac Resynchronization Therapy, Left Bundle-Branch Block",Maastricht University Medical Center,2017-11-23,2020-05-23,30.0,OTHER,1,False,18 Years,,False,ALL,0
NCT02935439,A Novel Fully Integrated Mobile Management Solution Using Cell Phone Technology for Heart Failure,COMPLETED,NA,INTERVENTIONAL,Heart Failure,University of Miami,2011-02,2011-12,61.0,OTHER,1,,18 Years,,False,ALL,1
