nct_id,title,status,phase,study_type,conditions,lead_sponsor,start_date,completion_date,enrollment_count,sponsor_class,num_sites,fda_regulated_drug,minimum_age,maximum_age,accepts_healthy,sex,num_collaborators
NCT05713006,A Phase I/II Open-label Clinical Trial to Evaluate the Pharmacokinetics of Alectinib With Sequential Dose Escalation in Patients Diagnosed With ALK-rearranged Advanced Non-small Cell Lung Cancer.,RECRUITING,"PHASE1, PHASE2",INTERVENTIONAL,"Non-small Cell Lung Cancer Stage IIIB, ALK Gene Mutation",Instituto Nacional de Cancerologia de Mexico,2022-05-01,2027-12-01,45.0,OTHER,1,True,18 Years,,False,ALL,0
NCT04815447,Cardiopulmonary Fitness and Its Clinical Determinants of a Population of Childhood Cancer Survivor: a Controlled Retrospective Study,COMPLETED,,OBSERVATIONAL,Childhood Cancer,"University Hospital, Montpellier",2020-03-01,2021-02-20,500.0,OTHER,1,False,6 Years,25 Years,False,ALL,2
NCT05203276,"A Prospective, Multi-center, Single-arm Exploratory Clinical Study of Envafolimab Combined With Endostar in the First-line Treatment of Driver Gene-negative Advanced Non-small Cell Lung Cancer With PD-L1 Positive Expression",UNKNOWN,PHASE2,INTERVENTIONAL,Lung Neoplasms,The First People's Hospital of Lianyungang,2022-03-01,2024-06-30,40.0,OTHER,1,False,18 Years,80 Years,True,ALL,0
NCT02844608,Quality of Life Assessment in Routine Clinical Oncology Practice at the University Hospital of Besancon,UNKNOWN,NA,INTERVENTIONAL,"Breast Cancer, Colorectal Cancer, Lung Cancer",Centre Hospitalier Universitaire de Besancon,2016-03-10,2019-03-10,152.0,OTHER,1,,18 Years,,False,ALL,0
NCT06041776,"A Multicenter, Randomized, Controlled, Double Blind, Double Simulated, Phase III Clinical Study of Befotertinib vs Icotinib for Postoperative Adjuvant Treatment of IB-IIIB (T3N2M0) Stage Non Small Cell Lung Cancer With Positive EGFR Sensitive Mutations",RECRUITING,PHASE3,INTERVENTIONAL,"Non-Small Cell Lung Cancer, EGFR Sensitive Mutation, Adjuvant Therapy","Betta Pharmaceuticals Co., Ltd.",2023-03-28,2029-11-30,570.0,INDUSTRY,3,False,18 Years,,False,ALL,0
NCT02002052,"Functional Lung Avoidance for Individualized Radiotherapy (FLAIR): A Randomized, Double-Blind Clinical Trial",TERMINATED,PHASE2,INTERVENTIONAL,Non-small Cell Lung Cancer,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,2014-05,2017-01,29.0,OTHER,1,,18 Years,,False,ALL,0
NCT07242547,A Phase II Clinical Trial of Tarlatamab as Maintenance Treatment After Sequential Chemo-radiotherapy for Limited Stage SCLC Patients Not Eligible for Concurrent Chemo-radiotherapy,RECRUITING,PHASE2,INTERVENTIONAL,"Limited-stage Small-cell Lung Cancer, Carcinoma, Small Cell Lung, Respiratory Tract Neoplasms, Thoracic Neoplasms",Fundación GECP,2026-05-28,2030-06-01,37.0,OTHER,20,False,18 Years,,False,ALL,0
NCT03838848,"A Phase II Study to Evaluate the Efficacy, Safety, and Tolerability of KN046 in Patients With Advanced Non-small Cell Lung Cancer",TERMINATED,PHASE2,INTERVENTIONAL,Stage IV Non-small Cell Lung Cancer,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",2019-05-05,2022-07-30,120.0,INDUSTRY,1,False,18 Years,75 Years,False,ALL,0
NCT00601848,A Phase II Study of Pleural Photodynamic Therapy for Patients With Non-small Cell Lung Cancer and Pleural Spread,TERMINATED,PHASE2,INTERVENTIONAL,"Lung Cancer, Metastatic Cancer",Abramson Cancer Center at Penn Medicine,2004-11,2012-12,9.0,OTHER,1,,18 Years,120 Years,False,ALL,1
NCT07512674,"A Clinical Study of Modified Short-Course Radiotherapy Combined With Tislelizumab, CAPOX Chemotherapy and Bevacizumab as First-Line Treatment for Initially Unresectable Microsatellite Stable Metastatic Colorectal Cancer",ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,Patients With Initially Unresectable MSS-type Advanced Colorectal Cancer With Liver and/or Lung and Peritoneal Metastasis,Sir Run Run Shaw Hospital,2026-02-26,2027-03,33.0,OTHER,1,False,18 Years,,False,ALL,0
NCT05447897,A Systematic Approach to Designing an Implementation Strategy to Increase Lung Cancer Screening and Smoking Cessation Treatment Among Federally Qualified Community Health Center Patients Who Smoke,COMPLETED,NA,INTERVENTIONAL,Smoking Cessation,"University of Colorado, Denver",2022-12-01,2023-05-31,9.0,OTHER,1,False,18 Years,80 Years,True,ALL,1
NCT01951482,"Bevacizumab+Pemetrexed/Platinum Versus Pemetrexed/Platinum as First-line Therapy in EGFR/ALK Negative Non-squamous Non-small Cell Lung Cancer Patients With Brain Metastases: a Multicenter, Randomized, Controlled, Phase 3 Study",COMPLETED,PHASE3,INTERVENTIONAL,"Non Squamous Non-small Cell Lung Cancer, Brain Metastases, Bevacizumab",Sun Yat-sen University,2016-01,2024-12,160.0,OTHER,1,False,18 Years,80 Years,False,ALL,0
NCT02400424,Multicenter Prospective Study of the Efficacy of Stereotactic Lung Radiation Therapy After Concomitant Radio-chemotherapy for Unresectable Stage III Non-small Cell Lung Carcinoma (NSCLC) With Peripheral Primary Tumor.,TERMINATED,NA,INTERVENTIONAL,Non-small-cell Lung Carcinoma,Centre Leon Berard,2015-02,2020-06-25,25.0,OTHER,2,,18 Years,75 Years,False,ALL,0
NCT04081779,IMPACT: Improving Access to Cancer Survivorship Via Telehealth,COMPLETED,NA,INTERVENTIONAL,"Breast Carcinoma, Colorectal Carcinoma, Lung Carcinoma, Lymphoma, Prostate Carcinoma",Fred Hutchinson Cancer Center,2020-02-19,2026-03-31,261.0,OTHER,1,False,18 Years,,True,ALL,1
NCT00327288,"A Phase 1 Trial of Amplimexon® (Imexon, Inj.) Plus Taxotere® (Docetaxel) in Previously Treated Inoperable Stage III and Stage IV Non-Small Cell Lung Cancer (NSCLC), Locally Advanced or Metastatic Previously Treated Breast Cancer or Hormone Refractory Prostate Cancer",COMPLETED,PHASE1,INTERVENTIONAL,"Non-small Cell Lung Cancer, Breast Cancer, Prostate Cancer",AmpliMed Corporation,2005-10,2008-07,34.0,INDUSTRY,1,,18 Years,,False,ALL,0
NCT06457789,Assessment of PET Tracers to Evaluate T Cell Change and Activation in Relation to Immunotherapy Treatment Response in Non-Small Cell Lung Cancer,RECRUITING,NA,INTERVENTIONAL,NSCLC,"Amsterdam UMC, location VUmc",2024-12-01,2028-07,34.0,OTHER,1,False,18 Years,,False,ALL,1
NCT06198868,Minimal Residual Disease (MRD) Guided Prognosis Prediction and Adjuvant Treatment Based on Expression and Mutational Signatures of Circulating Tumor Cell (CTC) and Circulating Tumor DNA (ctDNA) in Non-small Cell Lung Cancer,RECRUITING,,OBSERVATIONAL,Non-small Cell Lung Cancer,Jiangsu Cancer Institute & Hospital,2024-02-01,2027-02-01,60.0,OTHER,1,False,18 Years,,False,ALL,0
NCT04107168,An Observational Study to Evaluate the Microbiome as a Biomarker of Efficacy and Toxicity in Cancer Patients Receiving Immune Checkpoint Inhibitor Therapy,UNKNOWN,,OBSERVATIONAL,"Melanoma, Renal Cancer, Lung Cancer",CCTU- Cancer Theme,2020-07-08,2025-07-08,1800.0,OTHER,13,False,18 Years,,True,ALL,1
NCT02039674,A Phase I/II Study of MK-3475 (SCH900475) in Combination With Chemotherapy or Immunotherapy in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Carcinoma,COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,Non-small Cell Lung Carcinoma,Merck Sharp & Dohme LLC,2014-02-21,2021-10-18,267.0,INDUSTRY,0,,18 Years,,False,ALL,0
NCT00572923,Concurrent Chemo-Radiotherapy for Limited Disease Small Cell Lung Cancer (LD-SCLC) on Basis of FDG-PET-Scans,COMPLETED,,OBSERVATIONAL,Small Cell Lung Cancer,Maastricht Radiation Oncology,2006-08,2009-02,52.0,OTHER,1,,18 Years,,False,ALL,0
NCT06479759,A Multicenter Clinical Study of LM-108 Antibody in Combination With Sintilimab for Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer,UNKNOWN,PHASE2,INTERVENTIONAL,"NSCLC, PD-1","Shanghai Pulmonary Hospital, Shanghai, China",2024-01-12,2025-12-12,50.0,OTHER,1,False,18 Years,,False,ALL,0
NCT02810262,Association of Bone and Metabolic Parameters With Overall Survival in Patients With Bone Metastases From Adenocarcinoma Lung Cancer (POUMOS),COMPLETED,,OBSERVATIONAL,"Bone Metastases, Lung Cancer",Hospices Civils de Lyon,2011-06,2019-12,200.0,OTHER,1,,18 Years,,False,ALL,0
NCT05069662,Assessment of the Impact of the COVID-19 Pandemic on Drug Use and on the Perception of Remote Monitoring by Cancer Patients Followed in the ONCORAL Program,COMPLETED,,OBSERVATIONAL,Cancer,Hospices Civils de Lyon,2021-10-05,2022-01-05,120.0,OTHER,1,False,18 Years,,False,ALL,0
NCT02942043,"A Prospective, Multicenter, Randomized Controlled Clinical Trial of Bevacizumab in the Treatment of Malignant Pleural Effusions of Non-squamous Non-small Cell Lung Cancer",UNKNOWN,PHASE2,INTERVENTIONAL,Malignant Pleural Effusion,Peking University Cancer Hospital & Institute,2016-10,2019-10,87.0,OTHER,1,,18 Years,75 Years,False,ALL,2
NCT05786625,Assessment of the Safety and Performance of the AB1 Electrosurgical System for Bronchoscopic Microwave Ablation of Lung Tissue,ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,Lung Cancer,Creo Medical Limited,2023-05-04,2026-12,35.0,INDUSTRY,2,False,18 Years,,False,ALL,0
NCT05110118,"A Randomized, Double-blind, Single-dose, Parallel-group Study Comparing Pharmacokinetic Characteristics, Safety , Tolerability and Immunogenicity of LY01008 (Recombinant Humanized Anti-Human Vascular Endothelial Growth Factor Monoclonal Antibody Injection) and Avastin (Bevacizumab Injection) in Healthy Chinese Male Subjects",COMPLETED,PHASE1,INTERVENTIONAL,"Metastatic Colorectal Cancer, Non Small Cell Lung Cancer Metastatic, Non Small Cell Lung Cancer Recurrent","Shandong Boan Biotechnology Co., Ltd",2020-08-04,2021-01-13,112.0,INDUSTRY,1,False,18 Years,45 Years,True,MALE,0
NCT07085182,Tislelizumab Combined With sCRT in Stage IIIB/C-IV Non-Squamous Non-Small Cell Lung Cancer,RECRUITING,PHASE2,INTERVENTIONAL,"NSCLC, Tislelizumab, Chemotherapy, Hypofractionated Radiotherapy",Zibo Municipal Hospital,2024-01-13,2028-12-10,20.0,OTHER,1,False,18 Years,75 Years,False,ALL,0
NCT01171482,"An Open Label, Phase 2 Trial Comparing Sorafenib and 5-fluorouracil/Mitomycin in Hepatocellular Carcinoma With Pulmonary Metastasis",TERMINATED,PHASE2,INTERVENTIONAL,"Carcinoma, Hepatocellular",Seoul National University Hospital,2015-11,2016-04,5.0,OTHER,1,,20 Years,80 Years,False,ALL,0
NCT07571759,Development and Preliminary Validation of a Perioperative Pulmonary Rehabilitation Nursing System for Patients With Craniocerebral Tumors,COMPLETED,NA,INTERVENTIONAL,Craniocerebral Tumors,The Affiliated Brain Hospital of Nanjing Medical University,2025-02-05,2025-12-16,165.0,OTHER_GOV,1,False,18 Years,75 Years,False,ALL,0
NCT02777996,An Italian Randomized Trial for the Evaluation of the Efficacy of Lung Cancer Screening With Low Dose Computed Tomography. The ITALUNG Study.,COMPLETED,NA,INTERVENTIONAL,Lung Cancer,"Cancer Prevention and Research Institute, Italy",2003-09,2016-03,3106.0,OTHER,1,,55 Years,69 Years,False,ALL,4
NCT06417008,"A Phase Ib/III Clinical Study to Evaluate the Safety, Efficacy, Pharmacokinetics and Immunogenicity of HS-20117 Combined With Aumolertinib in Participants With Advanced Non-Squamous Non-Small Cell Lung Cancer",RECRUITING,"PHASE2, PHASE3",INTERVENTIONAL,Non-Squamous Non-Small Cell Lung Cancer,Hansoh BioMedical R&D Company,2024-05-28,2030-06-01,1080.0,INDUSTRY,2,False,18 Years,75 Years,False,ALL,0
NCT01733589,Multicenter Phase I/II Clinical Trial of Recombinant Human Endostatin Continued Pumping Into Vein Combining With Concurrent Chemo-Radiotherapy in the Patients With Unresectable Stage III Non-small-Cell Lung Cancer,COMPLETED,"PHASE1, PHASE2",INTERVENTIONAL,Stage III Non-small-Cell Lung Cancer,Zhejiang Cancer Hospital,2012-11,2015-06,73.0,OTHER,1,,18 Years,70 Years,False,ALL,8
NCT00388089,"Phase I Study of Weekly Bortezomib (VELCADE, PS-341) and Weekly Topotecan (HYCAMTIN) in Solid Tumor Patients With an Emphasis on Small Cell Lung Cancer (SCLC)",COMPLETED,PHASE1,INTERVENTIONAL,"Lung Cancer, Unspecified Adult Solid Tumor, Protocol Specific","University of California, Davis",2004-12,2008-06,24.0,OTHER,1,,18 Years,,False,ALL,1
NCT02674568,"An Open-label, Single-Arm, Phase 2 Study Evaluating the Efficacy, Safety and Pharmacokinetics of Rovalpituzumab Tesirine (SC16LD6.5) for Third-line and Later Treatment of Subjects With Relapsed or Refractory Delta-Like Protein 3-Expressing Small Cell Lung Cancer (TRINITY)",COMPLETED,PHASE2,INTERVENTIONAL,Small Cell Lung Cancer,AbbVie,2016-01-25,2018-10-19,342.0,INDUSTRY,0,True,18 Years,,False,,0
NCT02208921,"An Observational, Cross Sectional Study to Assess the Prevalence of Chronic Kidney Disease in Type 2 Diabetes Patients in India",COMPLETED,,OBSERVATIONAL,Diabetes,AstraZeneca,2014-09,2015-05,3000.0,INDUSTRY,18,,,,False,ALL,0
NCT02147314,Evaluation of the YOFiLife Blood Glucose Monitoring System With YOFiMeter Glucometer,COMPLETED,,OBSERVATIONAL,Diabetes,"YofiMeter, LLC",2014-06,2014-12,150.0,INDUSTRY,3,,18 Years,,True,ALL,0
NCT05605704,Efficacy of a Treatment Based on Olive Leaf Extracts in the Control of Diabet,RECRUITING,"PHASE2, PHASE3",INTERVENTIONAL,"Diabetes Mellitus, Type 2",University of Monastir,2023-01-01,2025-12-15,500.0,OTHER,1,False,18 Years,100 Years,False,ALL,0
NCT00767884,Effect of Panretinal Photocoagulation on Optic Nerve Head Topography and Nerve Fiber Layer Parameters,TERMINATED,,OBSERVATIONAL,Diabetic Retinopathy,University of Nebraska,2008-10-29,2013-10-17,13.0,OTHER,2,,19 Years,,False,ALL,0
NCT05104333,"A Post-marketing Clinical Study of a Third Dose of the Inactivated SARS-CoV-2 Vaccine (Vero Cells) (Produced in Beijing): Immunogenicity, Safety and Antibody Persistence Assessments in Patients With Hypertension and/or Diabetes",UNKNOWN,PHASE4,INTERVENTIONAL,COVID-19 Pneumonia,China National Biotec Group Company Limited,2021-11,2022-12,1440.0,INDUSTRY,5,False,60 Years,,True,ALL,4
NCT01707147,"A Regulatory Requirement Non Interventional Study to Monitor the Safety and Effectiveness of Trajenta (Linagliptin, 5 mg, q.d) in Korean Patients With Type 2 Diabetes Mellitus(SELINA Study)",COMPLETED,,OBSERVATIONAL,"Diabetes Mellitus, Type 2",Boehringer Ingelheim,2012-11-16,2017-07-11,3219.0,INDUSTRY,1,,19 Years,,False,ALL,1
NCT07574138,Comparison of Beta Cell Functional Changes in Patients With Early-onset Type 2 Diabetes Mellitus and Those With Typical Onset,RECRUITING,,OBSERVATIONAL,"Type 2 Diabetes Mellitus (T2DM), Beta Cell Function",University Medical Center Ho Chi Minh City (UMC),2025-02-24,2028-02,296.0,OTHER,1,False,,,False,ALL,0
NCT04927858,Prevalence of Cardiovascular Disease in Swedish Patients With Type 2 Diabetes and in Patients Initiating on Empagliflozin,COMPLETED,,OBSERVATIONAL,Type 2 Diabetes Mellitus,Boehringer Ingelheim,2018-04-02,2018-11-15,460558.0,INDUSTRY,1,False,18 Years,,False,ALL,0
NCT03721848,Impact of Health Promotion Interventions on the Management and Secondary Prevention of Non-Communicable Diseases Among Jordanians and Syrians in Jordan.,COMPLETED,NA,INTERVENTIONAL,"Mental Stress, Hypertension, Diabetes",University of Illinois at Urbana-Champaign,2017-04-30,2019-04-30,600.0,OTHER,1,False,18 Years,75 Years,True,ALL,2
NCT00824148,Use of Real-time Continuous Glucose Monitoring System to Control Blood Glucose in Patients With Type 1 Diabetes Mellitus,COMPLETED,NA,INTERVENTIONAL,"Diabetes Mellitus, Type 1",Norwegian University of Science and Technology,2009-01,2009-09,30.0,OTHER,1,False,18 Years,50 Years,False,ALL,1
NCT03423355,"Dapagliflozin Effect on Erythropoiesis and Physical Fitness in Patients With Type 2 Diabetes - a Randomized, Partly Double-blinded, Controlled, Three Armed, Parallel Group, Exploratory Study",WITHDRAWN,PHASE4,INTERVENTIONAL,Type 2 Diabetes Mellitus (T2DM),University Hospital Tuebingen,2021-09,2023-12,0.0,OTHER,1,False,40 Years,70 Years,False,ALL,0
NCT00015626,A Clinical Trial to Prevent the Complications of Insulin Resistance (Including Type-2 Diabetes),COMPLETED,PHASE2,INTERVENTIONAL,"Insulin Resistance, Diabetes Mellitus",National Center for Research Resources (NCRR),,,300.0,NIH,1,,5 Years,,False,ALL,0
NCT00889226,"A Randomized, Open Label, Dose Titration Study to Evaluate the Efficacy and Safety of Pitavastatin Compared to atoRvastatin in Type 2 dIabeTes Mellitus With Hypercholesterolemia",COMPLETED,PHASE4,INTERVENTIONAL,Hypercholesterolemia With Type2DM,JW Pharmaceutical,2008-04,2010-01,161.0,INDUSTRY,0,,25 Years,75 Years,False,ALL,0
